Shape,Area,MainArea,Age,TopSchool,Parking,Balcony,LowStruct,DisTrict,Money,Room,LivingRoom,Bathroom,Floor_min,Floor_max
透天厝,66.21,64.44,35.0,0.0,0.0,0.0,0.0,前鎮區,1850.0,5.0,3.0,6.0,All,2
電梯大樓,27.4,14.12,0.1666666666666666,0.0,0.0,0.0,0.0,鼓山區,946.0,2.0,2.0,1.0,3,15
透天厝,62.66,62.66,48.0,0.0,0.0,1.0,0.0,左營區,2188.0,6.0,2.0,4.0,All,3
透天厝,100.28,94.82,13.0,0.0,0.0,1.0,0.0,楠梓區,3380.0,5.0,2.0,5.0,All,4
電梯大樓,44.97,24.9,10.0,0.0,1.0,1.0,0.0,楠梓區,1138.0,3.0,2.0,2.0,10,15
別墅,76.09,74.33,0.75,0.0,0.0,1.0,0.0,左營區,3280.0,5.0,2.0,6.0,All,4
別墅,142.65,127.87,9.0,0.0,0.0,1.0,0.0,小港區,5800.0,7.0,2.0,7.0,All,3
電梯大樓,50.12,27.12,9.0,0.0,1.0,1.0,0.0,新興區,1298.0,3.0,2.0,2.0,9,15
別墅,56.6,49.52,14.0,0.0,0.0,1.0,0.0,左營區,3500.0,6.0,2.0,3.0,All,4
電梯大樓,28.66,15.31,17.0,1.0,1.0,1.0,0.0,鳳山區,998.0,2.0,2.0,1.0,12,15
電梯大樓,62.47,30.91,11.0,0.0,1.0,1.0,0.0,楠梓區,1588.0,4.0,2.0,2.0,16,19
透天厝,38.88,18.72,7.0,0.0,0.0,0.0,0.0,新興區,1188.0,3.0,2.0,2.0,9,15
透天厝,74.34,59.61,18.0,0.0,0.0,1.0,0.0,苓雅區,4380.0,6.0,2.0,3.0,All,5
電梯大樓,128.32,57.64,4.0,0.0,0.0,0.0,0.0,三民區,4680.0,4.0,2.0,3.0,6,13
電梯大樓,50.91,33.19,31.0,0.0,1.0,0.0,1.0,小港區,2288.0,3.0,3.0,2.0,8,13
電梯大樓,115.71,67.53,25.0,1.0,1.0,1.0,0.0,楠梓區,2688.0,4.0,2.0,2.0,All,23
電梯大樓,37.29,18.67,5.0,0.0,1.0,0.0,0.0,鳳山區,998.0,2.0,2.0,2.0,5,19
透天厝,28.59,28.59,44.0,0.0,0.0,0.0,0.0,前金區,1200.0,3.0,2.0,2.0,All,2
電梯大樓,32.61,12.14,3.0,0.0,1.0,1.0,0.0,楠梓區,1028.0,2.0,1.0,1.0,25,25
電梯大樓,119.67,76.18,13.0,0.0,1.0,0.0,0.0,鹽埕區,4680.0,4.0,2.0,2.0,22,34
電梯大樓,66.19,36.38,27.0,0.0,1.0,1.0,0.0,苓雅區,1336.0,4.0,2.0,3.0,11,14
透天厝,24.82,24.82,46.0,0.0,0.0,0.0,0.0,新興區,1580.0,4.0,2.0,2.0,All,3
電梯大樓,19.04,10.41,5.0,0.0,0.0,0.0,0.0,三民區,736.0,2.0,1.0,1.0,12,29
電梯大樓,44.44,19.04,1.0,1.0,1.0,1.0,0.0,左營區,1780.0,3.0,2.0,2.0,7,15
透天厝,55.81,55.81,53.0,0.0,0.0,0.0,0.0,左營區,3990.0,4.0,3.0,3.0,All,3
別墅,119.24,104.74,15.0,0.0,0.0,0.0,0.0,仁武區,5380.0,4.0,3.0,5.0,All,5
電梯大樓,46.12,22.21,1.0,0.0,1.0,0.0,0.0,前鎮區,1398.0,3.0,2.0,2.0,6,15
電梯大樓,33.23,14.44,7.0,0.0,1.0,1.0,0.0,三民區,1158.0,2.0,1.0,1.0,8,15
公寓,39.41,39.41,39.0,0.0,0.0,0.0,0.0,鹽埕區,958.0,4.0,2.0,2.0,1,5
電梯大樓,49.57,23.29,13.0,0.0,1.0,0.0,0.0,大寮區,1328.0,3.0,2.0,2.0,13,14
透天厝,55.23,52.76,3.0,0.0,0.0,0.0,0.0,新興區,2280.0,5.0,2.0,4.0,All,3
電梯大樓,25.45,12.11,2.0,0.0,1.0,1.0,0.0,大社區,1088.0,2.0,1.0,1.0,13,15
電梯大樓,12.98,7.18,30.0,0.0,0.0,0.0,0.0,苓雅區,238.0,1.0,1.0,1.0,15,19
電梯大樓,50.8,22.92,29.0,0.0,0.0,0.0,1.0,左營區,998.0,3.0,2.0,2.0,3,16
電梯大樓,31.12,13.02,3.0,0.0,1.0,0.0,0.0,三民區,1150.0,2.0,2.0,1.0,14,18
透天厝,37.44,27.19,38.0,0.0,0.0,0.0,0.0,旗山區,1280.0,5.0,2.0,3.0,All,2
電梯大樓,56.17,30.73,12.0,0.0,1.0,0.0,1.0,三民區,466.0,4.0,2.0,2.0,6,14
別墅,49.8,46.35,29.0,0.0,0.0,1.0,0.0,苓雅區,598.0,4.0,2.0,2.0,All,4
透天厝,78.46,78.46,43.0,0.0,1.0,1.0,0.0,苓雅區,2380.0,4.0,2.0,2.0,All,4
電梯大樓,110.05,57.43,14.0,0.0,0.0,0.0,0.0,三民區,4800.0,3.0,2.0,2.0,21,24
公寓,21.57,21.57,42.0,0.0,0.0,0.0,0.0,前金區,308.0,3.0,2.0,2.0,3,5
電梯大樓,41.45,25.3,28.0,0.0,0.0,1.0,1.0,鳳山區,1088.0,3.0,2.0,2.0,3,20
電梯大樓,42.01,19.28,21.0,0.0,1.0,1.0,0.0,三民區,1298.0,2.0,2.0,1.0,16,22
電梯大樓,62.47,30.9,11.0,0.0,1.0,1.0,0.0,鼓山區,1588.0,4.0,2.0,2.0,16,19
電梯大樓,39.73,24.77,18.0,0.0,1.0,1.0,0.0,楠梓區,1738.0,3.0,2.0,2.0,13,15
透天厝,30.31,30.31,50.0,1.0,0.0,1.0,0.0,前鎮區,2398.0,5.0,3.0,3.0,All,3
透天厝,26.5,26.5,42.0,1.0,0.0,1.0,0.0,左營區,880.0,5.0,2.0,2.0,All,3
電梯大樓,66.19,36.38,27.0,0.0,1.0,1.0,0.0,苓雅區,1336.0,4.0,2.0,3.0,11,14
透天厝,24.82,24.82,46.0,0.0,0.0,0.0,0.0,新興區,1580.0,4.0,2.0,2.0,All,3
電梯大樓,19.04,10.41,5.0,0.0,0.0,0.0,0.0,三民區,736.0,2.0,1.0,1.0,12,29
電梯大樓,44.44,19.04,1.0,1.0,1.0,1.0,0.0,左營區,1780.0,3.0,2.0,2.0,7,15
透天厝,55.81,55.81,53.0,0.0,0.0,0.0,0.0,左營區,3990.0,4.0,3.0,3.0,All,3
電梯大樓,46.12,22.21,1.0,0.0,1.0,0.0,0.0,前鎮區,1398.0,3.0,2.0,2.0,6,15
電梯大樓,33.23,14.44,7.0,0.0,1.0,1.0,0.0,前鎮區,1158.0,2.0,1.0,1.0,8,15
電梯大樓,91.42,49.68,17.0,0.0,1.0,1.0,0.0,三民區,2893.0,4.0,2.0,2.0,26,27
公寓,39.41,39.41,39.0,0.0,0.0,0.0,0.0,鹽埕區,958.0,4.0,2.0,2.0,1,5
電梯大樓,49.57,23.29,13.0,0.0,1.0,0.0,0.0,大寮區,1328.0,3.0,2.0,2.0,13,14
透天厝,55.23,52.76,3.0,0.0,0.0,0.0,0.0,新興區,2280.0,5.0,2.0,4.0,All,3
電梯大樓,25.45,12.11,2.0,0.0,1.0,1.0,0.0,大社區,1088.0,2.0,1.0,1.0,13,15
電梯大樓,12.98,7.18,30.0,0.0,0.0,0.0,0.0,苓雅區,238.0,1.0,1.0,1.0,15,19
電梯大樓,29.66,15.82,7.0,0.0,1.0,0.0,0.0,前鎮區,1050.0,2.0,1.0,1.0,13,15
透天厝,20.44,20.44,53.0,0.0,0.0,0.0,0.0,楠梓區,980.0,3.0,1.0,2.0,All,2
別墅,57.85,48.83,10.0,0.0,1.0,0.0,0.0,鳳山區,1890.0,5.0,2.0,4.0,All,4
電梯大樓,48.33,20.65,5.0,0.0,0.0,0.0,0.0,仁武區,1498.0,3.0,2.0,2.0,20,23
透天厝,77.89,70.39,11.0,0.0,0.0,1.0,0.0,前金區,3380.0,4.0,2.0,5.0,All,4
電梯大樓,46.12,22.21,1.0,0.0,1.0,0.0,0.0,楠梓區,1398.0,3.0,2.0,2.0,6,15
公寓,23.97,19.39,42.0,0.0,0.0,1.0,0.0,仁武區,498.0,3.0,2.0,1.0,2,5
電梯大樓,27.68,11.59,20.0,0.0,1.0,0.0,0.0,鼓山區,998.0,2.0,1.0,1.0,13,14
透天厝,51.26,47.54,2.0,0.0,0.0,0.0,0.0,鳳山區,1580.0,3.0,2.0,4.0,All,4
公寓,17.87,17.87,46.0,0.0,0.0,1.0,0.0,仁武區,198.0,3.0,2.0,1.0,4,4
公寓,27.48,27.48,43.0,0.0,0.0,1.0,0.0,前鎮區,498.0,3.0,2.0,2.0,4,5
電梯大樓,15.85,9.64,30.0,0.0,0.0,0.0,1.0,小港區,378.0,1.0,1.0,1.0,4,7
透天厝,60.14,55.3,38.0,0.0,0.0,0.0,0.0,楠梓區,1980.0,5.0,2.0,3.0,All,4
電梯大樓,90.53,45.13,22.0,0.0,1.0,1.0,1.0,新興區,3380.0,4.0,2.0,3.0,6,24
電梯大樓,25.45,12.11,2.0,0.0,1.0,0.0,0.0,鳳山區,1088.0,2.0,1.0,1.0,13,15
透天厝,95.26,86.47,1.0,0.0,1.0,0.0,0.0,鼓山區,2988.0,4.0,2.0,4.0,All,4
電梯大樓,46.94,19.65,0.4166666666666667,0.0,1.0,1.0,0.0,鼓山區,1988.0,3.0,2.0,2.0,14,24
透天厝,82.0,68.74,16.0,0.0,1.0,0.0,0.0,鼓山區,2968.0,7.0,2.0,4.0,All,4
電梯大樓,64.9,47.06,19.0,0.0,1.0,0.0,0.0,三民區,2580.0,3.0,2.0,2.0,1,14
電梯大樓,105.98,43.3,1.0,1.0,1.0,0.0,0.0,小港區,5288.0,4.0,2.0,2.0,3,27
電梯大樓,50.1,30.0,9.0,0.0,1.0,1.0,0.0,小港區,1298.0,3.0,2.0,2.0,9,15
電梯大樓,50.12,27.13,9.0,0.0,1.0,1.0,0.0,新興區,1298.0,3.0,2.0,2.0,9,15
透天厝,38.76,38.76,58.0,0.0,0.0,0.0,0.0,三民區,1580.0,4.0,2.0,5.0,All,3
電梯大樓,65.59,35.69,12.0,1.0,1.0,0.0,0.0,鼓山區,2380.0,4.0,2.0,2.0,7,15
電梯大樓,44.13,23.24,12.0,1.0,1.0,1.0,0.0,新興區,1280.0,3.0,2.0,2.0,22,22
電梯大樓,32.3,23.57,41.0,0.0,0.0,1.0,0.0,鼓山區,798.0,2.0,2.0,1.0,5,8
電梯大樓,41.22,26.27,36.0,0.0,0.0,0.0,1.0,鼓山區,888.0,3.0,2.0,2.0,3,12
電梯大樓,71.3,36.22,9.0,0.0,0.0,0.0,0.0,楠梓區,2130.0,3.0,2.0,2.0,13,21
電梯大樓,44.68,29.11,29.0,0.0,0.0,0.0,1.0,大寮區,890.0,3.0,2.0,2.0,3,15
電梯大樓,22.47,12.11,8.0,0.0,0.0,0.0,0.0,大寮區,698.0,2.0,1.0,1.0,12,15
電梯大樓,32.62,21.67,30.0,0.0,0.0,1.0,1.0,鼓山區,460.0,3.0,2.0,2.0,2,10
電梯大樓,42.43,25.16,31.0,0.0,1.0,0.0,1.0,鳥松區,798.0,3.0,2.0,2.0,7,7
電梯大樓,43.9,23.5,20.0,1.0,1.0,0.0,1.0,鹽埕區,1680.0,3.0,2.0,2.0,5,14
公寓,39.93,39.93,44.0,0.0,0.0,0.0,0.0,楠梓區,798.0,4.0,2.0,4.0,2,5
電梯大樓,55.09,28.25,5.0,0.0,1.0,0.0,0.0,三民區,1688.0,3.0,2.0,2.0,3,13
透天厝,29.85,29.85,42.0,0.0,0.0,0.0,0.0,小港區,999.0,3.0,2.0,2.0,All,3
電梯大樓,38.68,14.26,6.0,0.0,1.0,1.0,0.0,小港區,998.0,2.0,1.0,1.0,15,15
電梯大樓,38.52,20.63,0.1666666666666666,0.0,0.0,0.0,0.0,鳳山區,1260.0,3.0,2.0,2.0,13,15
電梯大樓,50.12,27.13,9.0,0.0,1.0,1.0,0.0,左營區,1298.0,3.0,2.0,2.0,9,15
電梯大樓,49.34,24.46,11.0,0.0,1.0,1.0,0.0,楠梓區,1698.0,3.0,2.0,2.0,3,15
電梯大樓,45.47,20.77,8.0,0.0,1.0,0.0,0.0,鳳山區,1388.0,3.0,2.0,2.0,9,15
電梯大樓,11.96,7.06,25.0,0.0,0.0,1.0,0.0,前鎮區,358.0,1.0,1.0,1.0,28,39
電梯大樓,139.75,71.06,10.0,0.0,1.0,0.0,0.0,鼓山區,5888.0,4.0,2.0,3.0,8,26
電梯大樓,95.7,44.84,10.0,0.0,1.0,1.0,0.0,鼓山區,4680.0,3.0,2.0,3.0,11,21
電梯大樓,44.7,23.83,16.0,1.0,1.0,1.0,0.0,三民區,1598.0,3.0,2.0,2.0,15,15
電梯大樓,46.94,19.65,0.4166666666666667,0.0,1.0,1.0,0.0,鼓山區,1988.0,3.0,2.0,2.0,14,24
透天厝,82.0,68.74,16.0,0.0,1.0,0.0,0.0,鼓山區,2968.0,7.0,2.0,4.0,All,4
電梯大樓,64.9,47.06,19.0,0.0,1.0,0.0,0.0,三民區,2580.0,3.0,2.0,2.0,1,14
電梯大樓,105.98,43.3,1.0,1.0,1.0,0.0,0.0,小港區,5288.0,4.0,2.0,2.0,3,27
電梯大樓,50.1,30.0,9.0,0.0,1.0,1.0,0.0,小港區,1298.0,3.0,2.0,2.0,9,15
透天厝,38.76,38.76,58.0,0.0,0.0,0.0,0.0,新興區,1580.0,4.0,2.0,5.0,All,3
電梯大樓,65.59,35.69,12.0,1.0,1.0,0.0,0.0,三民區,2380.0,4.0,2.0,2.0,7,15
電梯大樓,44.13,23.24,12.0,1.0,1.0,1.0,0.0,鼓山區,1280.0,3.0,2.0,2.0,22,22
電梯大樓,32.3,23.57,41.0,0.0,0.0,1.0,0.0,鼓山區,798.0,2.0,2.0,1.0,5,8
電梯大樓,41.22,26.27,36.0,0.0,0.0,0.0,1.0,鼓山區,888.0,3.0,2.0,2.0,3,12
電梯大樓,71.3,36.22,9.0,0.0,0.0,0.0,0.0,楠梓區,2130.0,3.0,2.0,2.0,13,21
電梯大樓,44.68,29.11,29.0,0.0,0.0,0.0,1.0,大寮區,890.0,3.0,2.0,2.0,3,15
電梯大樓,22.47,12.11,8.0,0.0,0.0,0.0,0.0,大寮區,698.0,2.0,1.0,1.0,12,15
電梯大樓,32.62,21.67,30.0,0.0,0.0,1.0,1.0,鼓山區,460.0,3.0,2.0,2.0,2,10
電梯大樓,42.43,25.16,31.0,0.0,1.0,0.0,1.0,鳥松區,798.0,3.0,2.0,2.0,7,7
電梯大樓,43.9,23.5,20.0,1.0,1.0,0.0,1.0,鹽埕區,1680.0,3.0,2.0,2.0,5,14
電梯大樓,40.61,28.93,30.0,0.0,0.0,1.0,0.0,小港區,618.0,3.0,2.0,2.0,8,8
電梯大樓,26.88,13.74,15.0,0.0,1.0,0.0,0.0,三民區,1038.0,2.0,1.0,1.0,14,15
電梯大樓,23.6,16.05,29.0,1.0,0.0,1.0,1.0,三民區,738.0,2.0,1.0,2.0,6,16
電梯大樓,47.35,30.32,29.0,0.0,1.0,0.0,1.0,左營區,1228.0,3.0,2.0,2.0,5,12
電梯大樓,43.74,39.5,42.0,0.0,1.0,0.0,0.0,橋頭區,1680.0,3.0,2.0,5.0,All,3
電梯大樓,25.6,13.17,4.0,0.0,1.0,1.0,0.0,鹽埕區,809.0,2.0,1.0,1.0,15,15
電梯大樓,40.7,28.9,31.0,0.0,1.0,1.0,1.0,楠梓區,568.0,3.0,2.0,2.0,15,15
公寓,32.03,23.87,39.0,0.0,0.0,0.0,0.0,三民區,458.0,3.0,2.0,2.0,5,5
透天厝,56.55,53.6,19.0,0.0,0.0,0.0,0.0,鼓山區,1880.0,4.0,2.0,4.0,All,4
電梯大樓,45.3,23.8,22.0,1.0,1.0,0.0,0.0,苓雅區,1638.0,3.0,2.0,2.0,10,14
透天厝,65.91,64.82,2.0,0.0,1.0,0.0,0.0,左營區,1460.0,4.0,2.0,4.0,All,5
電梯大樓,121.29,60.88,10.0,0.0,1.0,1.0,0.0,左營區,4980.0,3.0,2.0,4.0,9,41
電梯大樓,30.34,13.4,2.0,0.0,1.0,1.0,0.0,仁武區,1188.0,2.0,1.0,1.0,8,15
電梯大樓,33.5,20.63,27.0,0.0,1.0,1.0,1.0,楠梓區,838.0,3.0,2.0,2.0,18,20
電梯大樓,28.43,13.84,9.0,0.0,1.0,0.0,0.0,三民區,898.0,2.0,2.0,1.0,5,15
公寓,16.68,16.68,41.0,0.0,0.0,1.0,0.0,左營區,498.0,2.0,2.0,1.0,4,5
電梯大樓,32.03,14.81,5.0,1.0,1.0,0.0,0.0,左營區,1298.0,2.0,2.0,2.0,8,15
電梯大樓,46.12,22.21,1.0,0.0,1.0,1.0,0.0,前鎮區,1398.0,3.0,2.0,2.0,6,15
電梯大樓,32.95,15.54,2.0,0.0,1.0,1.0,0.0,三民區,988.0,2.0,2.0,1.0,10,15
透天厝,41.03,41.03,61.0,0.0,0.0,0.0,0.0,鼓山區,988.0,3.0,2.0,3.0,All,3
電梯大樓,43.99,30.28,29.0,0.0,0.0,1.0,1.0,鼓山區,998.0,4.0,2.0,2.0,19,22
公寓,27.05,27.05,41.0,0.0,0.0,0.0,0.0,鼓山區,588.0,3.0,2.0,1.0,4,5
電梯大樓,43.9,23.5,19.0,0.0,1.0,0.0,1.0,三民區,1680.0,3.0,2.0,2.0,5,14
電梯大樓,47.36,30.32,28.0,0.0,1.0,0.0,1.0,鼓山區,1228.0,3.0,2.0,2.0,5,12
別墅,98.6,98.6,40.0,0.0,0.0,0.0,0.0,鼓山區,5800.0,7.0,1.0,5.0,All,2
電梯大樓,46.89,30.28,27.0,0.0,0.0,0.0,0.0,左營區,1090.0,4.0,2.0,2.0,13,22
公寓,19.48,17.11,45.0,0.0,0.0,1.0,0.0,三民區,588.0,3.0,1.0,1.0,5,5
電梯大樓,30.45,12.41,1.0,0.0,1.0,0.0,0.0,苓雅區,1158.0,2.0,1.0,1.0,12,15
透天厝,27.46,27.46,47.0,0.0,0.0,0.0,0.0,鼓山區,780.0,3.0,2.0,1.0,1,1
透天厝,57.28,32.11,29.0,0.0,1.0,1.0,1.0,新興區,1398.0,4.0,2.0,2.0,18,18
電梯大樓,45.3,23.8,21.0,0.0,1.0,0.0,0.0,楠梓區,1638.0,3.0,2.0,2.0,10,14
電梯大樓,36.26,13.28,0.1666666666666666,1.0,1.0,1.0,0.0,前鎮區,1350.0,2.0,2.0,1.0,7,34
電梯大樓,45.8,19.73,1.0,0.0,1.0,1.0,0.0,左營區,1328.0,2.0,2.0,2.0,12,15
電梯大樓,64.62,33.31,18.0,0.0,1.0,1.0,0.0,前鎮區,2198.0,4.0,2.0,3.0,14,14
電梯大樓,47.09,23.83,3.0,0.0,1.0,1.0,0.0,鳳山區,1880.0,3.0,2.0,2.0,9,23
透天厝,37.1,37.1,47.0,0.0,0.0,0.0,0.0,仁武區,1980.0,7.0,2.0,4.0,All,3
公寓,20.5,20.5,44.0,0.0,0.0,0.0,0.0,鹽埕區,368.0,3.0,2.0,1.0,5,5
透天厝,85.87,81.16,1.0,0.0,0.0,0.0,0.0,鼓山區,3300.0,5.0,2.0,6.0,All,4
電梯大樓,25.9,12.9,10.0,0.0,1.0,0.0,0.0,三民區,1038.0,2.0,1.0,1.0,13,15
別墅,54.3,47.13,1.0,0.0,0.0,0.0,0.0,仁武區,2280.0,4.0,2.0,5.0,All,4
電梯大樓,50.1,27.21,9.0,0.0,1.0,1.0,0.0,左營區,1298.0,4.0,2.0,2.0,9,15
電梯大樓,25.22,17.01,29.0,0.0,0.0,1.0,1.0,楠梓區,898.0,2.0,2.0,1.0,7,8
電梯大樓,7.35,3.92,20.0,0.0,0.0,0.0,0.0,左營區,158.0,1.0,1.0,1.0,7,10
電梯大樓,42.83,23.36,17.0,0.0,0.0,1.0,0.0,苓雅區,1280.0,4.0,2.0,2.0,2,15
公寓,39.35,39.35,43.0,0.0,0.0,0.0,0.0,三民區,398.0,4.0,2.0,2.0,4,5
電梯大樓,49.4,24.46,3.0,0.0,1.0,0.0,0.0,鼓山區,2080.0,3.0,2.0,2.0,14,24
別墅,102.86,91.03,28.0,0.0,0.0,0.0,0.0,鼓山區,3580.0,5.0,3.0,3.0,All,4
電梯大樓,24.43,12.67,10.0,0.0,0.0,0.0,0.0,仁武區,898.0,2.0,1.0,1.0,3,15
電梯大樓,11.46,7.41,28.0,0.0,0.0,0.0,1.0,前金區,348.0,1.0,1.0,1.0,8,12
電梯大樓,47.35,30.32,28.0,0.0,1.0,1.0,1.0,新興區,1228.0,4.0,2.0,2.0,5,12
公寓,17.8,17.8,45.0,0.0,0.0,1.0,0.0,楠梓區,438.0,3.0,2.0,1.0,4,5
透天厝,46.74,42.33,10.0,0.0,0.0,0.0,0.0,楠梓區,1336.0,5.0,2.0,3.0,All,3
透天厝,80.93,74.96,8.0,0.0,0.0,0.0,0.0,鳳山區,2880.0,4.0,2.0,4.0,All,4
電梯大樓,42.11,18.77,8.0,0.0,1.0,1.0,0.0,三民區,1350.0,3.0,2.0,2.0,13,15
電梯大樓,55.1,32.79,17.0,0.0,1.0,1.0,0.0,仁武區,1788.0,4.0,2.0,2.0,12,14
電梯大樓,74.5,41.91,11.0,0.0,1.0,0.0,0.0,左營區,2538.0,4.0,2.0,3.0,3,15
別墅,62.94,59.7,0.3333333333333333,0.0,0.0,1.0,0.0,鳳山區,1988.0,4.0,2.0,5.0,All,3
電梯大樓,31.8,23.08,39.0,0.0,0.0,0.0,1.0,三民區,424.0,3.0,2.0,2.0,4,12
透天厝,26.89,26.89,51.0,0.0,0.0,0.0,0.0,鳥松區,2280.0,6.0,1.0,3.0,All,2
電梯大樓,57.6,36.33,29.0,1.0,1.0,1.0,0.0,左營區,1568.0,4.0,2.0,2.0,4,16
電梯大樓,72.46,31.78,3.0,0.0,1.0,0.0,0.0,鼓山區,2480.0,3.0,2.0,3.0,6,28
電梯大樓,53.82,28.75,17.0,0.0,1.0,0.0,0.0,鳳山區,2280.0,3.0,2.0,2.0,12,15
電梯大樓,56.79,25.62,8.0,0.0,1.0,1.0,0.0,前鎮區,1398.0,3.0,2.0,2.0,13,15
公寓,27.5,21.05,38.0,1.0,0.0,0.0,1.0,鼓山區,598.0,3.0,2.0,2.0,2,5
電梯大樓,131.85,68.28,8.0,1.0,1.0,0.0,0.0,三民區,5680.0,3.0,2.0,4.0,5,28
電梯大樓,50.91,21.34,5.0,0.0,1.0,0.0,0.0,鳳山區,1995.0,3.0,2.0,2.0,3,15
電梯大樓,45.84,19.14,2.0,0.0,1.0,1.0,0.0,小港區,1780.0,3.0,2.0,2.0,12,15
電梯大樓,55.83,27.49,8.0,0.0,1.0,0.0,0.0,三民區,1450.0,3.0,2.0,2.0,8,15
透天厝,87.95,75.0,18.0,1.0,1.0,0.0,0.0,鼓山區,3380.0,8.0,2.0,4.0,All,5
電梯大樓,41.4,20.2,9.0,0.0,1.0,1.0,0.0,楠梓區,1388.0,3.0,2.0,2.0,7,15
電梯大樓,41.21,27.71,29.0,0.0,0.0,1.0,1.0,左營區,768.0,4.0,2.0,2.0,13,13
電梯大樓,64.21,37.39,24.0,0.0,1.0,1.0,0.0,左營區,2380.0,3.0,2.0,2.0,14,14
透天厝,53.0,43.49,15.0,0.0,0.0,1.0,0.0,鳳山區,1200.0,5.0,2.0,3.0,All,4
透天厝,57.29,54.22,19.0,0.0,0.0,0.0,0.0,三民區,2350.0,5.0,3.0,3.0,All,3
電梯大樓,42.93,27.9,25.0,0.0,0.0,1.0,1.0,前金區,1380.0,4.0,2.0,2.0,16,26
透天厝,66.75,56.5,18.0,0.0,0.0,1.0,0.0,鳥松區,2280.0,5.0,2.0,3.0,All,5
電梯大樓,134.68,65.31,27.0,0.0,1.0,1.0,1.0,左營區,2658.0,5.0,2.0,3.0,18,24
電梯大樓,41.22,26.27,35.0,0.0,0.0,0.0,1.0,鳳山區,888.0,3.0,2.0,2.0,3,12
電梯大樓,66.58,35.7,16.0,0.0,1.0,0.0,1.0,鳳山區,1588.0,4.0,2.0,2.0,7,15
電梯大樓,45.46,35.83,24.0,0.0,1.0,1.0,1.0,苓雅區,1398.0,4.0,2.0,3.0,All,13
電梯大樓,41.21,26.49,30.0,0.0,1.0,1.0,1.0,鳳山區,938.0,4.0,2.0,2.0,10,13
電梯大樓,63.0,35.44,11.0,0.0,0.0,1.0,0.0,前鎮區,1588.0,4.0,2.0,2.0,9,14
透天厝,83.82,71.51,19.0,0.0,1.0,0.0,0.0,三民區,2680.0,6.0,2.0,6.0,All,5
公寓,20.29,20.29,41.0,0.0,0.0,0.0,0.0,新興區,1180.0,3.0,2.0,2.0,1,5
電梯大樓,46.24,21.04,6.0,0.0,1.0,1.0,0.0,楠梓區,1298.0,3.0,2.0,2.0,13,13
公寓,26.3,26.3,44.0,0.0,0.0,0.0,0.0,鼓山區,598.0,4.0,2.0,2.0,2,5
電梯大樓,72.46,31.78,3.0,0.0,1.0,0.0,0.0,苓雅區,2480.0,3.0,2.0,3.0,6,28
電梯大樓,53.82,28.75,17.0,0.0,1.0,0.0,0.0,鳳山區,2280.0,3.0,2.0,2.0,12,15
電梯大樓,56.79,25.62,8.0,0.0,1.0,1.0,0.0,前鎮區,1398.0,3.0,2.0,2.0,13,15
公寓,27.5,21.05,38.0,1.0,0.0,0.0,1.0,鼓山區,598.0,3.0,2.0,2.0,2,5
電梯大樓,41.57,29.92,28.0,0.0,0.0,1.0,1.0,橋頭區,998.0,3.0,2.0,2.0,3,20
透天厝,34.6,34.6,48.0,0.0,0.0,0.0,0.0,鳥松區,1680.0,5.0,6.0,2.0,All,2
電梯大樓,42.03,19.66,7.0,0.0,1.0,0.0,0.0,苓雅區,1088.0,3.0,2.0,2.0,2,15
電梯大樓,92.52,49.02,9.0,0.0,1.0,1.0,1.0,鼓山區,2800.0,3.0,2.0,2.0,4,29
電梯大樓,81.45,51.25,32.0,0.0,0.0,0.0,0.0,鳳山區,2200.0,4.0,2.0,2.0,18,18
電梯大樓,36.91,18.76,1.0,0.0,1.0,0.0,0.0,苓雅區,1268.0,2.0,2.0,2.0,4,14
電梯大樓,44.95,19.37,1.0,0.0,1.0,0.0,0.0,鳳山區,1888.0,3.0,2.0,2.0,17,24
透天厝,64.57,59.97,18.0,0.0,0.0,1.0,0.0,鼓山區,2088.0,4.0,2.0,4.0,All,4
透天厝,32.97,30.97,53.0,0.0,0.0,0.0,0.0,三民區,1680.0,3.0,2.0,4.0,All,3
透天厝,52.71,46.06,31.0,0.0,0.0,0.0,0.0,三民區,850.0,6.0,2.0,3.0,All,4
電梯大樓,25.65,13.63,4.0,0.0,1.0,1.0,0.0,前金區,998.0,2.0,2.0,1.0,13,15
電梯大樓,29.56,26.16,43.0,0.0,0.0,0.0,0.0,苓雅區,698.0,2.0,2.0,2.0,9,16
透天厝,67.64,65.79,13.0,0.0,0.0,0.0,0.0,仁武區,2900.0,4.0,3.0,4.0,All,4
電梯大樓,17.27,10.13,0.1666666666666666,0.0,0.0,0.0,0.0,三民區,758.0,2.0,1.0,1.0,9,15
電梯大樓,75.06,38.36,5.0,0.0,1.0,0.0,0.0,苓雅區,2980.0,4.0,2.0,2.0,19,24
透天厝,54.04,51.7,36.0,0.0,0.0,1.0,0.0,仁武區,2580.0,4.0,2.0,3.0,All,4
電梯大樓,33.31,23.92,27.0,0.0,0.0,0.0,1.0,仁武區,898.0,3.0,2.0,2.0,15,17
電梯大樓,88.81,78.09,27.0,0.0,0.0,0.0,1.0,仁武區,1280.0,4.0,3.0,3.0,All,17
電梯大樓,46.12,22.21,1.0,0.0,1.0,1.0,0.0,仁武區,1398.0,3.0,2.0,2.0,6,15
電梯大樓,44.67,24.73,26.0,0.0,1.0,1.0,0.0,苓雅區,1250.0,3.0,2.0,2.0,14,14
